"year","project","month","site","treatment","plot_id","functional_group","family","genus","specie","taxon","cover"
2020,"PFTC3","March","TRE","C",2,"Forb","Asteraceae","Oreithales","integrifolia","Oreithales integrifolia",0.5
2020,"PFTC3","March","TRE","C",2,"Forb","Asteraceae","Oritrophium","hieracioides","Oritrophium hieracioides",0.5
2020,"PFTC3","March","TRE","C",2,"Gramminoid","Poaceae","Paspalum","bonplandianum","Paspalum bonplandianum",0.5
2020,"PFTC3","March","TRE","C",2,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",0
2020,"PFTC3","March","TRE","C",2,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",1
2020,"PFTC3","March","TRE","C",2,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",2
2020,"PFTC3","March","TRE","C",2,"Gramminoid","Cyperaceae","Carex","sp7","Carex sp7",0
2020,"PFTC3","March","TRE","C",2,"Forb","Gentianaceae","Gentiana","sedifolia","Gentiana sedifolia",0
2020,"PFTC3","March","TRE","C",2,"Forb","Asteraceae","Hypochaeris","taraxacoides","Hypochaeris taraxacoides",0.5
2020,"PFTC3","March","TRE","C",2,"Forb","Violaceae","Viola","pygmaea","Viola pygmaea",0
2020,"PFTC3","March","TRE","C",3,"Forb","Rosaceae","Lachemilla","jamesonii","Lachemilla jamesonii",2
2020,"PFTC3","March","TRE","C",3,"Woody","Asteraceae","Baccharis","caespitosa","Baccharis caespitosa",0.5
2020,"PFTC3","March","TRE","C",3,"Forb","Asteraceae","Bidens","triplinervia","Bidens triplinervia",0.5
2020,"PFTC3","March","TRE","C",3,NA,NA,"Calamagrostis","cf. macrophylla","Calamagrostis cf. macrophylla",30
2020,"PFTC3","March","TRE","C",3,"Gramminoid","Cyperaceae","Carex","bonplandii","Carex bonplandii",1
2020,"PFTC3","March","TRE","C",3,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",25
2020,"PFTC3","March","TRE","C",3,"Gramminoid","Poaceae","Chusquea","intipaqariy","Chusquea intipaqariy",10
2020,"PFTC3","March","TRE","C",3,"Forb","Euphobiaceae","Euphorbia","huanchahana","Euphorbia huanchahana",0.5
2020,"PFTC3","March","TRE","C",3,"Forb","Gentianaceae","Gentiana","sedifolia","Gentiana sedifolia",0.5
2020,"PFTC3","March","TRE","C",3,"Forb","Gentianaceae","Halenia","umbellata","Halenia umbellata",3
2020,"PFTC3","March","TRE","C",3,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",10
2020,"PFTC3","March","TRE","C",3,"Forb","Asteraceae","Hypochaeris","taraxacoides","Hypochaeris taraxacoides",4
2020,"PFTC3","March","TRE","C",3,"Gramminoid","Cyperaceae","Trichophorum","rigidum","Trichophorum rigidum",4
2020,"PFTC3","March","TRE","C",3,"Forb","Asteraceae","Oritrophium","hieracioides","Oritrophium hieracioides",0.5
2020,"PFTC3","March","TRE","C",3,"Gramminoid","Poaceae","Paspalum","bonplandianum","Paspalum bonplandianum",1
2020,"PFTC3","March","TRE","C",3,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",0.5
2020,"PFTC3","March","TRE","C",3,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",3
2020,"PFTC3","March","TRE","C",3,"Forb","Violaceae","Viola","pygmaea","Viola pygmaea",1
2020,"PFTC3","March","TRE","C",3,"Forb","Rosaceae","Acaena","cylindristachya","Acaena cylindristachya",0.5
2020,"PFTC3","March","TRE","C",3,"Forb","Rosaceae","Lachemilla","orbiculata","Lachemilla orbiculata",1
2020,"PFTC3","March","TRE","C",3,"Gramminoid","Cyperaceae","Carex","pygmaea","Carex pygmaea",3
2020,"PFTC3","March","TRE","C",3,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",20
2020,"PFTC3","March","TRE","C",3,"Forb","Asteraceae","Oreithales","integrifolia","Oreithales integrifolia",1
2020,"PFTC3","March","TRE","C",3,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",2
2020,"PFTC3","March","TRE","C",3,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",1
2020,"PFTC3","March","TRE","C",3,"Forb","Orchidaceae","Pterichis","sp1","Pterichis sp1",0.5
2020,"PFTC3","March","TRE","C",4,"Forb","Rosaceae","Lachemilla","cf. vulcanica","Lachemilla cf. vulcanica",0.5
2020,"PFTC3","March","TRE","C",4,"Woody","Asteraceae","Baccharis","genistelloides","Baccharis genistelloides",0.5
2020,"PFTC3","March","TRE","C",4,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",12
2020,"PFTC3","March","TRE","C",4,"Gramminoid","Cyperaceae","Carex","pygmaea","Carex pygmaea",10
2020,"PFTC3","March","TRE","C",4,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",0.5
2020,"PFTC3","March","TRE","C",4,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",4
2020,"PFTC3","March","TRE","C",4,"Forb","Gentianaceae","Halenia","umbellata","Halenia umbellata",0.5
2020,"PFTC3","March","TRE","C",4,"Forb","Asteraceae","Hypochaeris","taraxacoides","Hypochaeris taraxacoides",1
2020,"PFTC3","March","TRE","C",4,"Fern","Lycopodiaceae","Lycopodium","clavatum","Lycopodium clavatum",0
2020,"PFTC3","March","TRE","C",4,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",35
2020,"PFTC3","March","TRE","C",4,"Forb","Asteraceae","Perezia","pungens","Perezia pungens",2
2020,"PFTC3","March","TRE","C",4,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",1
2020,"PFTC3","March","TRE","C",4,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",10
2020,"PFTC3","March","TRE","C",4,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",16
2020,"PFTC3","March","TRE","C",4,"Forb","Violaceae","Viola","pygmaea","Viola pygmaea",0.5
2020,"PFTC3","March","TRE","C",4,"Forb","Orchidaceae","Pterichis","sp1","Pterichis sp1",0.5
2020,"PFTC3","March","TRE","C",5,"Woody","Asteraceae","Baccharis","genistelloides","Baccharis genistelloides",1
2020,"PFTC3","March","TRE","C",5,"Gramminoid","Poaceae","Bromus","lanatus","Bromus lanatus",0.5
2020,"PFTC3","March","TRE","C",5,NA,NA,"Calamagrostis","cf. macrophylla","Calamagrostis cf. macrophylla",25
2020,"PFTC3","March","TRE","C",5,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",5
2020,"PFTC3","March","TRE","C",5,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",10
2020,"PFTC3","March","TRE","C",5,"Forb","Gentianaceae","Halenia","umbellata","Halenia umbellata",1
2020,"PFTC3","March","TRE","C",5,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",2
2020,"PFTC3","March","TRE","C",5,"Gramminoid","Cyperaceae","Trichophorum","rigidum","Trichophorum rigidum",8
2020,"PFTC3","March","TRE","C",5,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",3
2020,"PFTC3","March","TRE","C",5,"Fern","Lycopodiaceae","Lycopodium","clavatum","Lycopodium clavatum",5
2020,"PFTC3","March","TRE","C",5,"Gramminoid","Poaceae","Paspalum","bonplandianum","Paspalum bonplandianum",5
2020,"PFTC3","March","TRE","C",5,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",0.5
2020,"PFTC3","March","TRE","C",5,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",12
2020,"PFTC3","March","TRE","C",5,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",25
2020,"PFTC3","March","TRE","C",5,"Forb","Asteraceae","Werneria","nubigena","Werneria nubigena",0.5
2020,"PFTC3","March","TRE","C",5,"Forb","Rosaceae","Lachemilla","jamesonii","Lachemilla jamesonii",0.5
2020,"PFTC3","March","TRE","C",5,"Forb","Euphobiaceae","Euphorbia","huanchahana","Euphorbia huanchahana",0.5
2020,"PFTC3","March","TRE","C",5,"Forb","Violaceae","Viola","pygmaea","Viola pygmaea",0.5
2020,"PFTC3","March","ACJ","BB",1,"Fern","Blechnaceae","Blechnum","auratum","Blechnum auratum",1
2020,"PFTC3","March","ACJ","BB",1,"Forb",NA,"seedling","unknown","seedling unknown",0
2020,"PFTC3","March","ACJ","BB",1,"Gramminoid","Cyperaceae","Rhynchospora","seedlings","Rhynchospora seedlings",0.5
2020,"PFTC3","March","ACJ","BB",1,"Gramminoid","Cyperaceae","Carex","pygmaea","Carex pygmaea",16
2020,"PFTC3","March","ACJ","BB",1,"Gramminoid","Poaceae","Cortaderia","bifida","Cortaderia bifida",35
2020,"PFTC3","March","ACJ","BB",1,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",0.5
2020,"PFTC3","March","ACJ","BB",1,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",3
2020,"PFTC3","March","ACJ","BB",1,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",0.5
2020,"PFTC3","March","ACJ","BB",1,NA,NA,"Jamesonia","alstonii","Jamesonia alstonii",1
2020,"PFTC3","March","ACJ","BB",1,"Fern","Lycopodiaceae","Lycopodium","clavatum","Lycopodium clavatum",0.5
2020,"PFTC3","March","ACJ","BB",1,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",35
2020,"PFTC3","March","ACJ","BB",1,"Forb","Apiaceae","Niphogeton","dissecta","Niphogeton dissecta",5
2020,"PFTC3","March","ACJ","BB",1,"Forb","Eriocaulaceae","Eriocaulon","microcephalum","Eriocaulon microcephalum",1
2020,"PFTC3","March","ACJ","BB",1,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",1
2020,"PFTC3","March","ACJ","BB",1,"Forb","Rosaceae","Lachemilla","cf. vulcanica","Lachemilla cf. vulcanica",0.5
2020,"PFTC3","March","ACJ","BB",1,NA,NA,"Oreobolus","sp1","Oreobolus sp1",0.5
2020,"PFTC3","March","ACJ","BB",2,"Gramminoid","Cyperaceae","Carex","pygmaea","Carex pygmaea",0.5
2020,"PFTC3","March","ACJ","BB",2,"Gramminoid","Cyperaceae","Rhynchospora","seedlings","Rhynchospora seedlings",4
2020,"PFTC3","March","ACJ","BB",2,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",2
2020,"PFTC3","March","ACJ","BB",2,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",20
2020,"PFTC3","March","ACJ","BB",2,"Gramminoid","Poaceae","Agrostis","perenans","Agrostis perenans",0.5
2020,"PFTC3","March","ACJ","BB",2,NA,NA,"Jamesonia","alstonii","Jamesonia alstonii",1
2020,"PFTC3","March","ACJ","BB",2,"Fern","Lycopodiaceae","Lycopodium","clavatum","Lycopodium clavatum",0.5
2020,"PFTC3","March","ACJ","BB",2,"Woody","Melastomataceae","Miconia","rotundifolia","Miconia rotundifolia",1
2020,"PFTC3","March","ACJ","BB",2,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",30
2020,"PFTC3","March","ACJ","BB",2,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",15
2020,"PFTC3","March","ACJ","BB",2,"Fern","Dryopteridaceae","Elaphoglossum","amphioxys","Elaphoglossum amphioxys",0.5
2020,"PFTC3","March","ACJ","BB",2,"Forb","Apiaceae","Niphogeton","dissecta","Niphogeton dissecta",0
2020,"PFTC3","March","ACJ","BB",2,"Gramminoid","Poaceae","Agrostis","mertensii","Agrostis mertensii",0.5
2020,"PFTC3","March","ACJ","BB",3,"Gramminoid","Poaceae","Cortaderia","bifida","Cortaderia bifida",40
2020,"PFTC3","March","ACJ","BB",3,"Gramminoid","Cyperaceae","Rhynchospora","seedlings","Rhynchospora seedlings",2
2020,"PFTC3","March","ACJ","BB",3,NA,NA,"Jamesonia","alstonii","Jamesonia alstonii",2
2020,"PFTC3","March","ACJ","BB",3,"Fern","Lycopodiaceae","Lycopodium","clavatum","Lycopodium clavatum",0.5
2020,"PFTC3","March","ACJ","BB",3,"Fern","Polypodiaceae","Melpomene","moniliformis","Melpomene moniliformis",0.5
2020,"PFTC3","March","ACJ","BB",3,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",20
2020,"PFTC3","March","ACJ","BB",3,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",3
2020,"PFTC3","March","ACJ","BB",3,"Forb","Asteraceae","Hieracium","cf. mandonii","Hieracium cf. mandonii",0.5
2020,"PFTC3","March","ACJ","BB",3,"Gramminoid","Cyperaceae","Carex","pygmaea","Carex pygmaea",0.5
2020,"PFTC3","March","ACJ","BB",4,"Gramminoid","Poaceae","Cortaderia","bifida","Cortaderia bifida",70
2020,"PFTC3","March","ACJ","BB",4,"Gramminoid","Cyperaceae","Rhynchospora","seedlings","Rhynchospora seedlings",6
2020,"PFTC3","March","ACJ","BB",4,"Fern","Lycopodiaceae","Lycopodium","clavatum","Lycopodium clavatum",3
2020,"PFTC3","March","ACJ","BB",4,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",16
2020,"PFTC3","March","ACJ","BB",4,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",3
2020,"PFTC3","March","ACJ","BB",4,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",4
2020,"PFTC3","March","ACJ","BB",4,"Woody","Melastomataceae","Miconia","rotundifolia","Miconia rotundifolia",0.5
2020,"PFTC3","March","ACJ","BB",4,"Gramminoid","Poaceae","Danthonia","secundiflora","Danthonia secundiflora",0.5
2020,"PFTC3","March","ACJ","BB",5,"Forb","Iridaceae","Sisyrinchium","cf. jamesonii","Sisyrinchium cf. jamesonii",0.5
2020,"PFTC3","March","ACJ","BB",5,"Gramminoid","Poaceae","Cortaderia","hapalotricha","Cortaderia hapalotricha",40
2020,"PFTC3","March","ACJ","BB",5,"Gramminoid","Poaceae","Cortaderia","bifida","Cortaderia bifida",20
2020,"PFTC3","March","ACJ","BB",5,"Woody","Asteraceae","Diplostephium","cf. haenkei","Diplostephium cf. haenkei",0.5
2020,"PFTC3","March","ACJ","BB",5,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",0.5
2020,"PFTC3","March","ACJ","BB",5,NA,NA,"Jamesonia","alstonii","Jamesonia alstonii",0.5
2020,"PFTC3","March","ACJ","BB",5,"Fern","Lycopodiaceae","Lycopodium","clavatum","Lycopodium clavatum",1
2020,"PFTC3","March","ACJ","BB",5,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",15
2020,"PFTC3","March","ACJ","BB",5,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",0.5
2020,"PFTC3","March","TRE","BB",1,"Forb","Rosaceae","Lachemilla","jamesonii","Lachemilla jamesonii",0
2020,"PFTC3","March","TRE","BB",1,"Gramminoid","Cyperaceae","Carex","bonplandii","Carex bonplandii",6
2020,"PFTC3","March","TRE","BB",1,"Gramminoid","Cyperaceae","Carex","pygmaea","Carex pygmaea",1
2020,"PFTC3","March","TRE","BB",1,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",50
2020,"PFTC3","March","TRE","BB",1,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",5
2020,"PFTC3","March","TRE","BB",1,"Forb","Rosaceae","Lachemilla","cf. vulcanica","Lachemilla cf. vulcanica",2
2020,"PFTC3","March","TRE","BB",1,"Gramminoid","Poaceae","Agrostis","foliata","Agrostis foliata",0.5
2020,"PFTC3","March","TRE","BB",1,NA,NA,"Bartsia","inaequalis","Bartsia inaequalis",0.5
2020,"PFTC3","March","TRE","BB",1,"Gramminoid","Poaceae","Agrostis","sedlings","Agrostis sedlings",10
2020,"PFTC3","March","TRE","BB",2,"Forb","Rosaceae","Lachemilla","jamesonii","Lachemilla jamesonii",0
2020,"PFTC3","March","TRE","BB",2,"Forb","Asteraceae","Aphanactis","villosa","Aphanactis villosa",0
2020,"PFTC3","March","TRE","BB",2,"Gramminoid","Cyperaceae","Carex","bonplandii","Carex bonplandii",8
2020,"PFTC3","March","TRE","BB",2,"Gramminoid","Cyperaceae","Carex","pygmaea","Carex pygmaea",20
2020,"PFTC3","March","TRE","BB",2,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",0.5
2020,"PFTC3","March","TRE","BB",2,"Forb","Rubiaceae","Nertera","granadensis","Nertera granadensis",2
2020,"PFTC3","March","TRE","BB",2,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",40
2020,"PFTC3","March","TRE","BB",2,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",20
2020,"PFTC3","March","TRE","BB",2,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",0
2020,"PFTC3","March","TRE","BB",2,"Forb","Rosaceae","Lachemilla","cf. vulcanica","Lachemilla cf. vulcanica",3
2020,"PFTC3","March","TRE","BB",2,NA,NA,"Agrostis","sp1","Agrostis sp1",0
2020,"PFTC3","March","TRE","BB",2,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",2
2020,"PFTC3","March","TRE","BB",2,"Gramminoid","Poaceae","Agrostis","foliata","Agrostis foliata",5
2020,"PFTC3","March","TRE","BB",2,"Forb","Asteraceae","Senecio","burkartii","Senecio burkartii",1
2020,"PFTC3","March","TRE","BB",2,"Woody","Asteraceae","Baccharis","caespitosa","Baccharis caespitosa",0.5
2020,"PFTC3","March","TRE","BB",2,"Gramminoid","Poaceae","Agrostis","sedlings","Agrostis sedlings",15
2020,"PFTC3","March","TRE","BB",2,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",0.5
2020,"PFTC3","March","TRE","BB",3,"Gramminoid","Poaceae","Agrostis","mertensii","Agrostis mertensii",1
2020,"PFTC3","March","TRE","BB",3,"Forb","Rosaceae","Lachemilla","cf. vulcanica","Lachemilla cf. vulcanica",3
2020,"PFTC3","March","TRE","BB",3,"Forb","Asteraceae","Aphanactis","villosa","Aphanactis villosa",0
2020,"PFTC3","March","TRE","BB",3,"Gramminoid","Cyperaceae","Carex","bonplandii","Carex bonplandii",1
2020,"PFTC3","March","TRE","BB",3,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",15
2020,"PFTC3","March","TRE","BB",3,"Gramminoid","Cyperaceae","Carex","pygmaea","Carex pygmaea",5
2020,"PFTC3","March","TRE","BB",3,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",1
2020,"PFTC3","March","TRE","BB",3,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",55
2020,"PFTC3","March","TRE","BB",3,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",0.5
2020,"PFTC3","March","TRE","BB",3,"Forb","Asteraceae","Gamochaeta","coarctata","Gamochaeta coarctata",0
2020,"PFTC3","March","TRE","BB",3,"Gramminoid","Poaceae","Agrostis","foliata","Agrostis foliata",3
2020,"PFTC3","March","TRE","BB",3,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",3
2020,"PFTC3","March","TRE","BB",3,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",0.5
2020,"PFTC3","March","TRE","BB",3,"Gramminoid","Poaceae","Agrostis","sedlings","Agrostis sedlings",10
2020,"PFTC3","March","TRE","BB",3,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",0.5
2020,"PFTC3","March","TRE","BB",3,"Forb","Asteraceae","Laestadia","muscicola","Laestadia muscicola",0.5
2020,"PFTC3","March","TRE","BB",3,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",0.5
2020,"PFTC3","March","TRE","BB",4,"Gramminoid","Poaceae","Agrostis","mertensii","Agrostis mertensii",0
2020,"PFTC3","March","TRE","BB",4,"Forb","Rosaceae","Lachemilla","cf. vulcanica","Lachemilla cf. vulcanica",5
2020,"PFTC3","March","TRE","BB",4,"Forb","Asteraceae","Antennaria","linearifolia","Antennaria linearifolia",0
2020,"PFTC3","March","TRE","BB",4,NA,NA,"Calamagrostis","tricophylla","Calamagrostis tricophylla",5
2020,"PFTC3","March","TRE","BB",4,"Gramminoid","Cyperaceae","Carex","pygmaea","Carex pygmaea",5
2020,"PFTC3","March","TRE","BB",4,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",0.5
2020,"PFTC3","March","TRE","BB",4,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",3
2020,"PFTC3","March","TRE","BB",4,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",50
2020,"PFTC3","March","TRE","BB",4,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",0.5
2020,"PFTC3","March","TRE","BB",4,NA,NA,"Agrostis","sp1","Agrostis sp1",0.5
2020,"PFTC3","March","TRE","BB",4,"Forb","Asteraceae","Gamochaeta","coarctata","Gamochaeta coarctata",0.5
2020,"PFTC3","March","TRE","BB",4,"Gramminoid","Poaceae","Agrostis","foliata","Agrostis foliata",0.5
2020,"PFTC3","March","TRE","BB",4,"Gramminoid","Cyperaceae","Carex","bonplandii","Carex bonplandii",1
2020,"PFTC3","March","TRE","BB",4,"Gramminoid","Poaceae","Agrostis","sedlings","Agrostis sedlings",5
2020,"PFTC3","March","TRE","BB",4,"Forb","Asteraceae","Laestadia","muscicola","Laestadia muscicola",0
2020,"PFTC3","March","TRE","BB",4,"Forb","Rosaceae","Lachemilla","jamesonii","Lachemilla jamesonii",0.5
2020,"PFTC3","March","TRE","BB",5,"Gramminoid","Poaceae","Agrostis","mertensii","Agrostis mertensii",0
2020,"PFTC3","March","TRE","BB",5,"Forb","Rosaceae","Lachemilla","jamesonii","Lachemilla jamesonii",0.5
2020,"PFTC3","March","TRE","BB",5,"Forb","Asteraceae","Antennaria","linearifolia","Antennaria linearifolia",0
2020,"PFTC3","March","TRE","BB",5,NA,NA,"Calamagrostis","tricophylla","Calamagrostis tricophylla",1
2020,"PFTC3","March","TRE","BB",5,"Gramminoid","Cyperaceae","Carex","pygmaea","Carex pygmaea",10
2020,"PFTC3","March","TRE","BB",5,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",2
2020,"PFTC3","March","TRE","BB",5,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",3
2020,"PFTC3","March","TRE","BB",5,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",55
2020,"PFTC3","March","TRE","BB",5,"Forb","Rosaceae","Lachemilla","cf. vulcanica","Lachemilla cf. vulcanica",10
2020,"PFTC3","March","TRE","BB",5,"Forb","Asteraceae","Gamochaeta","coarctata","Gamochaeta coarctata",0.5
2020,"PFTC3","March","TRE","BB",5,"Gramminoid","Poaceae","Agrostis","foliata","Agrostis foliata",0.5
2020,"PFTC3","March","TRE","BB",5,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",3
2020,"PFTC3","March","TRE","BB",5,"Gramminoid","Poaceae","Agrostis","sedlings","Agrostis sedlings",5
2020,"PFTC3","March","TRE","BB",5,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",1
2020,"PFTC3","March","TRE","BB",5,"Gramminoid","Cyperaceae","Carex","bonplandii","Carex bonplandii",0.5
2020,"PFTC3","March","TRE","BB",5,NA,NA,"Agrostis","sp1","Agrostis sp1",0.5
2020,"PFTC3","March","TRE","BB",5,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",0.5
